Credit_Limit,Sex,Education,Marital_Status,Age,Jan_Repay_Status,Previous_Payment_Prior_Jan,Jan_Statement,Feb_Repay_Status,Previous_Payment_Prior_Feb,Feb_Statement,Mar_Repay_Status,Previous_Payment_Prior_Mar,Mar_Statement,Apr_Repay_Status,Previous_Payment_Prior_Apr,Apr_Statement,May_Repay_Status,Previous_Payment_Prior_May,May_Statement,Jun_Repay_Status,Previous_Payment_Prior_Jun,Jun_Statement,July_Payment_Status
8900,2,1,2,43,-1,1261,1054,-1,824,1261,-1,972,1429,-1,1029,972,-1,1950,1029,-1,932,1950,0
12000,2,2,2,26,0,49,1172,0,80,760,0,1975,276,-1,60,1975,0,80,1966,0,600,2026,0
7900,1,1,2,25,-1,0,12,-1,0,-8,-2,0,-8,-2,0,-8,-2,0,-8,-2,0,-8,0
5500,1,1,2,38,2,160,3015,0,160,2967,0,140,2613,0,80,2143,0,100,1972,0,72,1755,1
3100,2,2,1,39,0,80,1727,0,84,1766,0,80,1820,0,80,1739,0,80,1793,0,80,1729,0
4900,2,2,2,37,-2,0,35,-2,0,0,-2,0,0,-2,12,0,-2,870,12,-1,0,820,0
1300,1,3,3,92,11,0,0,7,140,274,8,490,1046,3,296,686,5,710,1169,0,60,234,0
8000,1,2,1,25,0,228,4485,0,280,4641,0,174,4783,0,181,4878,0,200,4981,0,200,5098,0
9600,1,1,1,35,-1,0,9,-1,0,-7,-2,49,-23,-1,0,10,-1,41,-6,-1,0,14,0
5100,2,5,1,25,0,200,5352,0,200,5105,0,200,5192,0,200,4897,0,200,4986,0,160,5080,0
1100,2,2,2,24,2,80,752,0,80,820,0,160,886,0,144,1018,0,0,1138,3,88,1108,1
2100,1,2,2,36,3,120,846,2,0,940,3,2,914,2,80,816,2,0,641,2,40,610,1
4100,2,2,2,33,2,120,2013,0,120,2106,0,160,2196,0,120,2325,2,0,2408,2,172,2369,0
9800,1,1,3,88,11,3706,9259,10,915,1225,5,3010,4658,2,2889,3129,10,4981,6315,4,6739,7424,1
14400,2,1,1,38,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
8400,1,3,1,31,0,325,1770,0,121,1806,0,401,1204,0,0,1216,0,3,969,0,160,880,0
12100,2,2,1,52,0,44,222,0,60,263,0,40,318,0,0,348,0,57,0,-1,0,57,0
1200,1,1,2,35,1,68,1077,2,0,1112,2,72,866,2,0,912,2,40,892,0,40,917,0
8700,2,1,2,31,0,304,8212,0,392,8134,0,288,8369,0,308,8439,0,300,8600,2,290,8126,0
8100,1,2,1,54,1,0,7254,2,560,7089,2,280,7538,2,0,7655,2,400,7547,0,200,7842,1
11100,2,1,2,29,0,200,6440,0,240,5451,0,160,5242,0,160,4786,0,200,4632,0,211,4605,0
3600,2,3,1,41,1,300,3159,2,292,3383,2,0,3584,3,132,3491,2,132,3530,2,0,3601,1
5900,1,3,2,31,-1,137,33,-1,0,128,2,52,79,-1,37,52,-1,36,37,-1,36,36,0
1900,1,2,1,35,-1,43,143,0,50,184,0,14,230,0,8,235,0,9,234,0,8,239,1
2300,1,2,1,41,0,60,755,0,60,803,0,80,849,0,80,903,0,80,968,0,80,1031,1
4300,2,3,2,30,0,212,4040,0,212,4179,0,160,4253,0,164,4276,0,185,4358,0,176,4418,1
12100,1,1,2,36,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
15300,2,2,2,30,0,400,8037,0,400,7640,0,234,7001,0,183,6508,0,218,5526,0,4800,5437,0
900,1,2,2,24,2,60,165,0,80,222,0,0,298,2,40,288,2,0,317,2,40,306,1
800,2,2,2,24,0,160,412,-1,0,128,2,111,8,-1,0,111,-1,0,0,-2,0,0,1
8700,1,2,2,31,0,336,8951,0,360,8932,0,276,8865,0,240,7305,0,240,6613,0,257,6479,0
24300,2,3,1,50,-1,452,423,-1,388,452,-1,151,295,-1,821,150,-1,0,821,0,43,460,0
1200,1,1,1,41,0,61,1121,0,8,683,-1,13,8,-1,1181,13,-1,0,1181,-1,0,0,0
6000,2,5,2,25,-2,898,487,-2,2627,894,-1,815,2613,-1,1,813,0,415,337,-1,195,413,0
1600,2,3,1,59,0,80,561,0,120,631,0,120,741,0,240,842,0,80,328,0,80,396,0
6500,2,2,2,25,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
14100,1,1,1,62,-1,409,3336,-1,583,409,-1,2441,583,-1,3472,2441,-1,7113,3472,-1,3304,7113,0
12400,1,2,2,40,0,280,6790,0,265,6907,0,255,7065,0,263,7213,0,283,7363,0,301,7528,1
5500,1,2,1,40,0,160,3094,0,156,3205,0,128,3283,0,128,3321,0,432,3389,0,0,3764,0
13900,1,2,1,51,0,304,8529,0,320,8306,0,288,8487,0,288,8000,0,300,7902,0,300,8075,0
3100,2,2,1,48,0,113,2990,0,94,3053,0,71,3094,0,74,1967,0,69,1930,0,71,1912,0
800,2,2,2,31,0,120,706,0,200,543,0,120,568,0,120,614,0,120,711,0,120,802,0
2300,1,3,1,30,1,0,2772,2,92,2402,0,55,2194,0,56,1555,0,56,1565,0,56,1562,1
15200,1,2,1,39,0,560,14617,0,680,14531,0,523,14890,0,600,15017,0,520,14381,0,560,14448,0
12400,2,2,2,31,0,54,59,-1,392,54,-1,280,392,0,40,632,0,3565,358,-1,166,3546,1
10500,2,1,2,28,2,200,3765,0,240,3868,0,200,4041,0,160,3750,0,320,3849,0,200,4102,1
700,2,2,2,23,1,0,0,-2,0,0,-2,0,0,-2,9,0,-1,254,9,-1,80,254,0
3300,1,1,2,26,-1,50,84,-1,19,50,-1,25,19,-1,96,25,-1,0,96,2,24,37,0
1900,1,2,2,29,0,80,1943,0,93,1916,0,33,1950,0,35,919,0,40,1587,0,28,950,0
12500,2,2,2,28,0,366,3509,0,111,3748,0,161,3345,0,108,3245,0,106,3020,0,106,2942,0
4300,1,2,1,47,0,77,2072,0,103,2116,0,92,2183,0,92,2215,0,68,2265,0,28,2288,0
700,2,2,1,46,1,0,530,2,64,510,0,64,553,0,28,596,0,64,602,0,65,650,1
9700,2,1,1,42,0,264,7532,0,320,7200,0,280,7399,0,440,7557,0,287,7875,0,289,7971,0
11200,2,2,2,29,1,0,0,-2,476,0,-1,8,476,0,2,334,0,186,97,-1,251,186,0
900,1,1,2,24,0,50,582,0,64,611,0,24,665,0,40,666,0,40,695,0,40,723,0
700,1,2,2,28,1,64,577,2,21,620,2,0,620,2,51,598,2,0,639,2,59,623,0
7100,1,1,2,29,-1,36,37,-1,36,36,-1,37,36,-1,37,37,-1,36,37,-1,38,36,0
20000,2,1,1,39,-1,0,27,-1,0,0,-2,0,0,-2,2989,0,-1,0,2989,-1,0,0,0
4000,2,1,2,33,0,352,3633,0,0,3890,2,118,3776,0,92,3805,0,287,3854,0,108,2567,0
2000,1,2,2,23,0,61,1193,0,63,1235,0,53,1276,0,67,1186,0,29,819,0,33,796,0
6200,4,4,1,99,5,312,868,9,388,877,0,65,725,6,3804,5436,-1,4062,4802,1,296,5200,0
2100,1,3,2,57,0,80,1848,0,811,1778,0,52,2011,0,28,789,0,28,806,0,28,784,0
5300,2,1,1,30,2,200,4569,2,200,4637,2,0,4702,2,380,4567,2,188,4865,2,0,4967,0
2400,1,1,1,35,7,1395,2300,2,1277,2216,12,102,881,1,576,2281,8,100,413,11,15,493,1
14400,1,1,1,50,-1,225,111,-1,37,224,-1,518,37,-1,20,515,-1,7,20,-1,286,7,0
11100,1,3,1,32,0,240,6352,0,280,6527,0,270,6742,0,195,6883,0,202,6954,0,204,7099,1
9500,1,2,2,32,0,340,9259,0,374,9265,0,204,9370,0,35,9264,0,21,1688,0,0,1054,1
5300,1,2,1,41,0,0,50,0,46,0,-1,0,46,0,100,46,-1,0,99,-1,0,-122,0
3900,2,1,2,28,0,240,3775,0,200,3832,0,160,3723,0,160,3650,0,40,2490,0,40,383,0
9100,2,2,1,29,2,148,1424,2,0,1548,2,61,1402,2,69,1427,2,80,1469,2,360,1440,1
6500,2,3,1,34,1,681,0,-1,51,681,-1,176,51,-1,0,176,-1,21,0,-1,0,21,0
2100,2,1,2,30,3,151,1087,3,0,1208,4,0,1177,3,240,1146,2,0,1361,5,0,1317,1
3100,2,3,2,55,0,152,480,0,240,419,0,260,488,-1,0,160,-1,160,0,-1,0,160,0
700,2,1,1,35,0,64,797,0,66,724,0,64,766,0,27,804,0,26,808,0,33,729,0
3300,1,2,2,24,2,126,3077,0,122,3131,0,62,3188,0,0,813,0,0,0,-2,0,0,0
6400,2,1,2,30,-1,0,9,-1,0,-7,-2,143,-7,-1,7,136,0,0,143,0,0,0,0
1700,1,2,2,28,0,68,1542,0,80,1545,0,61,1598,0,60,1622,0,76,1557,0,56,1607,0
7300,2,5,3,51,8,733,2168,2,4341,7104,1,959,5968,11,1282,3596,9,183,3258,10,20,390,1
11600,2,2,1,35,-2,332,356,-2,39,328,-2,18,39,-2,144,18,-2,278,144,-2,437,278,0
11900,2,1,2,32,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
19900,1,1,2,49,-2,819,855,-2,143,819,-1,754,143,-1,6,754,0,237,271,-1,379,237,0
3100,1,2,1,39,0,80,511,0,160,400,0,40,428,0,40,368,0,40,251,0,40,107,0
8500,2,3,1,42,0,149,6412,0,129,5769,0,127,4946,0,79,4516,0,392,3896,0,16,392,0
4100,1,3,2,33,0,81,2800,0,80,1262,0,25,839,0,80,789,0,40,794,0,81,725,0
2100,2,1,1,32,0,64,1872,0,74,1707,0,54,1370,0,28,1229,0,40,791,0,218,818,0
2700,1,1,1,41,1,80,481,2,0,541,2,60,521,2,0,572,2,80,557,2,0,628,0
1900,1,3,3,58,0,81,1848,0,52,1887,0,32,1898,0,26,718,0,28,727,0,25,742,0
9600,1,3,1,45,-1,100,108,-1,0,100,2,0,100,2,0,100,2,0,100,2,0,0,1
1100,2,1,2,26,0,60,1187,0,60,1149,0,60,1190,0,88,1145,0,92,1179,0,120,1185,0
6000,2,1,2,23,-1,80,753,0,30,212,-1,56,30,-1,0,0,-1,0,0,-2,0,0,0
2400,2,1,2,24,-1,0,60,-1,452,0,-1,0,452,-1,0,0,-2,12,0,-1,0,12,0
800,1,3,2,20,0,51,450,0,40,443,0,8,472,0,7,384,0,0,368,0,0,0,0
8300,1,2,1,44,0,153,3316,0,117,3396,0,82,2241,0,85,2285,0,80,2333,0,74,2375,0
19300,1,1,2,49,0,685,17973,0,588,18267,0,615,16994,0,419,13031,0,440,12830,0,452,13034,0
11600,1,1,2,40,0,320,5421,0,400,5377,0,200,5624,0,240,5277,0,188,5424,0,200,5316,0
9100,1,2,1,41,-1,13,13,-1,13,13,-1,13,13,-1,13,13,-1,13,13,-1,13,13,0
3900,1,2,1,41,0,135,4028,0,160,3781,0,112,3560,0,131,3262,0,117,3024,0,13,2749,1
19700,1,1,1,37,0,48,936,0,44,778,0,20,688,0,60,628,0,60,579,0,145,556,0
5700,2,2,1,31,-1,0,30,2,0,30,2,356,-8,-1,55,348,-1,0,55,0,0,55,1
8500,1,1,1,32,0,193,6189,0,188,6000,0,181,5594,0,177,5522,0,177,5467,0,191,5448,0
8500,2,2,2,29,-1,55,46,-1,43,55,-1,63,43,-1,32,63,-1,0,32,-1,66,0,1
8500,1,1,1,42,0,200,5045,0,201,4289,0,400,3522,0,401,3332,0,400,3104,0,400,2810,0
1900,2,3,1,27,2,0,2050,2,81,1992,0,82,2026,0,81,1671,0,41,683,0,56,376,1
15600,1,1,1,44,-1,188,168,-1,2548,188,-1,49,2546,0,50,2425,0,112,2454,-1,1849,112,0
1900,1,3,1,52,2,84,1835,2,0,1878,2,140,1835,2,0,1933,2,150,1898,2,0,2017,1
6900,1,2,1,39,0,321,6570,0,248,6685,0,172,6617,0,200,4803,0,160,4938,0,160,4307,0
700,1,1,1,52,0,64,848,0,16,799,-1,16,16,-1,31,16,-1,0,31,0,416,31,0
11500,2,2,1,54,1,7,0,-2,98,7,-1,6,98,-1,73,-6,-1,0,45,2,20,31,1
12400,1,1,1,48,-2,75,38,-2,107,75,-2,0,107,-2,106,0,-2,0,106,-2,96,0,0
19900,1,1,2,51,-2,8,19121,-2,420,16786,-2,388,12361,-2,193,11715,-2,159,6081,-2,48,4401,1
6100,2,2,1,45,0,81,709,0,81,778,0,80,598,0,80,519,0,80,595,0,40,324,0
12100,2,2,1,29,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
3200,1,2,1,34,-1,108,68,-1,50,108,-1,16,45,-1,1714,16,-1,0,1714,0,5,1675,0
2100,2,2,2,22,-2,40,2004,-2,0,1997,-2,977,0,-1,52,977,0,51,1012,0,0,1031,0
2000,1,3,3,53,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
8100,1,2,2,28,-1,13,13,-1,13,13,-1,13,13,-1,13,13,-1,32,13,-1,0,32,0
17300,2,1,1,46,-2,1749,371,-2,166,1749,-2,168,166,-2,18,168,-2,0,18,-2,143,0,0
8500,2,1,2,24,-1,16,16,-1,16,16,-1,16,16,-1,16,16,-1,31,16,-1,59,31,0
2100,2,2,2,43,-1,16,16,-1,16,16,-1,721,16,-1,16,721,0,14,686,0,133,684,0
5700,1,3,1,35,0,120,4024,0,1200,3135,0,160,3660,0,160,3634,0,136,3545,0,132,3538,0
10800,1,3,2,36,0,440,11048,0,444,10871,0,480,10505,0,440,10749,0,408,10948,0,420,10926,0
500,0,3,2,100,5,55,178,8,102,178,5,2,105,6,204,316,0,59,101,8,158,210,1
20000,1,2,1,50,0,671,10632,0,560,9871,0,1329,8960,0,1188,8929,0,1314,8766,0,1551,8489,0
4900,1,1,2,26,0,106,459,0,0,539,2,14,466,0,21,457,0,80,456,0,120,506,0
5600,1,2,2,25,2,160,1205,2,0,1333,2,60,1299,0,120,1326,0,0,1418,2,60,1389,0
4900,2,2,1,23,0,120,2253,0,200,1142,0,128,544,0,80,460,0,120,406,0,0,447,0
12500,2,2,2,33,0,262,4431,0,240,4622,0,131,4707,0,635,4324,0,167,4589,0,628,4225,0
9200,2,1,2,42,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
5600,2,2,2,27,0,260,5611,0,17,5746,-1,25,17,-1,3780,22,-1,140,3702,0,140,3783,1
10500,2,1,2,25,-1,368,14,-1,556,313,0,121,557,0,417,616,0,118,910,-1,153,118,0
20100,1,1,1,43,-1,1600,1430,0,0,2880,0,0,0,-2,0,0,-2,0,0,-2,465,0,0
14300,1,1,1,51,-2,191,33,-2,256,190,-2,38,253,-2,31,37,-2,43,31,-2,44,43,0
18400,2,2,1,40,-1,524,638,-1,400,524,-1,0,902,2,400,874,0,3205,889,-1,195,3205,0
8300,2,2,1,42,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
7300,2,1,2,26,0,280,256,0,280,504,0,280,748,0,280,976,0,200,1167,0,13,293,0
11100,2,1,1,45,-1,7,479,-1,68,7,-1,0,68,-1,109,0,-1,0,109,-1,42,0,1
3100,1,1,2,27,0,132,2949,0,100,3013,0,62,2571,0,64,1818,0,64,1689,0,64,1712,0
700,1,3,1,36,0,51,689,0,52,661,0,56,702,0,27,747,0,28,761,0,24,777,0
2100,1,1,2,36,0,84,1990,0,80,1954,0,100,1916,0,97,1978,0,80,1945,0,79,1966,0
9700,2,1,2,31,-2,0,0,-2,385,0,-2,0,385,-2,370,355,-2,934,370,-2,48,934,0
8100,2,2,1,29,0,1200,1846,0,52,2397,0,80,1799,0,40,1234,0,653,633,-1,633,633,0
4900,2,2,1,43,0,400,592,0,0,803,0,274,0,-1,0,274,2,400,264,0,80,648,0
2100,1,2,2,30,1,5,550,1,2080,-174,-1,80,1875,2,0,1913,2,80,1871,0,148,1916,0
11600,2,1,1,43,-2,53,44,-2,49,53,-2,61,49,-2,106,61,-2,97,106,-2,1481,97,0
6900,2,2,2,34,-2,78,114,-2,0,78,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
5700,2,2,1,26,0,240,5011,0,240,5030,0,156,4472,0,157,4295,0,155,4172,0,154,4251,1
3900,2,3,1,29,1,0,-24,-2,0,-24,-2,0,-24,-2,0,-24,-2,0,-24,-2,0,-24,0
6100,2,2,1,29,-1,0,4,-1,2630,-9,-1,61,2527,0,63,1735,0,64,1758,0,65,1780,0
7300,1,1,2,24,0,200,5266,0,200,5298,0,137,5224,0,123,3933,0,140,3474,0,127,3545,0
17900,2,1,1,45,-1,152,1128,-1,166,150,-1,92,166,-1,276,92,-1,168,276,-1,62,168,1
11200,2,3,1,36,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
8400,2,2,2,27,-2,0,0,-2,0,0,-2,63,0,-2,0,63,-2,0,0,-2,0,0,0
3900,1,1,2,26,-1,1800,109,0,92,1851,0,40,1857,0,0,176,0,40,137,0,4,139,0
12100,1,1,1,42,-2,226,226,-2,226,226,-2,228,226,-2,225,228,-2,811,219,-2,0,795,0
2700,1,1,2,51,0,76,2262,0,65,1380,0,36,1307,0,52,1257,0,30,1270,0,40,855,0
6000,2,5,1,29,0,252,6084,0,180,5499,0,101,4743,0,80,3804,0,80,2040,0,3680,1415,0
800,1,2,2,35,3,0,96,2,0,96,2,0,96,7,0,96,7,0,96,7,0,96,1
5600,1,2,1,32,0,252,5369,0,260,5387,0,252,5499,0,240,5498,0,208,5426,0,200,5455,0
7200,2,5,1,56,0,131,3542,0,134,3616,0,135,3690,0,139,3763,0,140,3842,0,145,3919,0
20000,1,1,2,34,0,1011,732,-1,41,1011,0,15,975,0,4,727,0,1112,179,-1,320,1112,0
6700,1,2,1,27,0,67,1231,0,60,1230,0,40,944,0,0,665,0,2051,0,-2,75,2051,0
5900,1,1,1,53,0,240,5986,0,154,5847,0,480,5352,0,800,4904,0,0,4309,0,580,48,0
6800,2,2,2,39,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,13,0,-2,52,13,1
2800,2,3,1,73,0,127,2587,0,262,2648,0,0,2835,2,81,2177,0,77,2222,0,68,1941,0
16000,1,1,1,50,-2,171,127,-2,337,171,-2,364,336,-2,1156,364,-2,2088,1156,-2,16,2088,0
1900,1,2,2,53,0,84,1949,0,64,1962,0,28,1983,0,27,792,0,35,741,0,25,763,1
4100,1,4,2,29,-2,0,40,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
8100,1,1,1,42,-1,63,1037,-1,845,63,-1,118,845,-1,328,118,-1,914,328,-1,223,914,0
10100,1,1,1,40,-1,16,16,-1,16,16,-1,45,16,-1,67,45,-1,103,67,-1,0,103,1
400,2,2,2,20,2,156,272,2,0,416,3,0,404,2,12,391,0,87,337,0,107,829,1
16000,2,2,1,40,-2,146,2092,-2,469,146,-2,971,466,-2,313,966,-2,239,232,-2,375,237,0
9300,2,1,2,30,-1,0,101,-1,520,-40,-1,321,480,-1,0,225,0,122,9,-1,80,122,0
2500,2,2,1,35,0,112,2308,0,120,2346,0,112,2390,0,84,2424,0,85,2154,0,84,2184,0
2100,1,2,2,26,0,200,771,0,68,942,0,80,860,0,20,713,0,20,306,0,20,315,0
2000,2,1,2,34,1,40,1160,2,95,1170,2,48,1233,2,0,1249,2,108,1223,2,46,1311,1
6700,1,1,1,41,0,201,2270,0,402,1967,0,200,1679,0,201,1496,0,200,1449,0,447,1232,0
14700,1,1,1,36,0,564,15162,0,404,14969,0,376,11179,0,336,10500,0,339,9924,0,313,9756,0
8100,2,2,2,26,-2,7,0,-2,48,7,-2,64,48,-2,0,64,-2,0,0,-2,0,0,0
2000,1,2,2,28,0,69,1882,0,114,1915,0,51,1637,0,24,664,0,25,677,0,25,691,0
6500,1,2,2,36,0,240,4767,0,240,4736,0,144,4702,0,152,4530,0,160,4507,0,132,4477,0
10500,2,2,2,28,0,203,7720,0,178,5976,0,123,5521,0,121,3943,0,121,3399,0,182,3329,0
15300,2,2,2,26,0,0,176,0,10809,0,-1,5,10809,0,5,146,0,5,149,0,3,152,0
10800,1,2,1,49,-2,0,-7,-2,0,-7,-2,0,-7,-2,0,-7,-2,0,-7,-2,0,-7,0
2900,1,1,1,41,0,80,1013,0,40,992,0,0,964,0,0,0,-2,0,0,-2,0,0,0
5700,2,1,1,36,1,16,0,-2,157,16,-2,158,157,-2,0,158,-2,502,0,-1,0,502,0
1700,1,1,2,25,0,52,263,0,46,305,0,80,339,0,0,413,2,56,401,2,0,450,0
10700,2,1,2,36,-2,255,314,-2,644,255,-2,54,644,-2,22,54,-2,0,22,-2,5157,0,0
8800,2,2,2,29,2,0,7287,2,567,7072,2,0,7481,2,280,6841,0,400,6712,0,480,6737,1
1400,1,3,2,92,9,55,275,1,409,777,5,148,148,10,33,,6,474,765,12,578,620,1
10100,2,2,1,38,1,0,-7,-2,80,-22,-1,2040,8,-1,0,1997,-1,0,-37,-2,80,-63,0
1300,1,2,2,26,3,0,516,3,20,496,2,0,496,2,80,476,2,40,548,2,40,573,1
1900,1,2,1,51,2,0,1998,2,100,1903,0,52,1903,0,80,856,0,28,875,0,40,791,1
4700,2,1,2,28,-2,82,0,-2,0,82,-2,16,0,-2,35,16,-2,62,35,-2,23,62,0
2100,2,2,2,27,0,64,1940,0,69,1934,0,80,1316,0,120,1155,0,80,1188,0,44,1197,0
1700,2,3,2,57,1,80,1114,2,0,1164,2,120,1134,2,0,1222,2,95,1191,2,0,1267,0
900,2,2,2,21,0,80,463,0,60,523,0,60,573,0,0,624,2,88,608,2,0,686,1
2100,2,3,3,36,2,92,1907,2,60,1956,2,0,1973,2,136,1921,2,0,1081,2,48,1058,1
21900,1,1,1,43,-2,0,872,-2,44,0,-2,92,44,-2,40,92,-2,6,40,-2,30,6,0
14300,2,2,2,25,2,0,100,2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
5900,2,5,2,38,0,242,5793,0,521,5662,0,2578,3225,0,120,4414,0,80,2577,0,160,741,0
6900,1,2,1,39,0,99,3652,0,97,2978,0,89,2575,0,78,2557,0,77,2430,0,120,2170,0
17300,2,1,2,28,0,0,1391,0,741,0,-1,0,741,0,10,663,0,42,489,0,1660,266,0
700,1,3,2,56,2,80,397,0,200,458,0,52,637,2,0,667,3,0,644,2,40,628,0
4900,1,2,1,32,-1,78,242,-1,100,78,-1,1524,96,-1,200,748,0,0,396,0,0,0,0
2000,2,3,1,57,0,48,1852,0,46,434,0,49,354,0,0,386,2,14,374,0,14,382,0
700,2,2,3,47,1,0,0,-2,16,0,-1,0,16,0,0,16,0,6,16,-1,16,6,0
9600,2,1,2,28,0,345,9475,0,372,9663,0,326,9760,0,218,9591,0,236,7670,0,213,7841,0
1200,2,2,1,27,-1,31,16,-1,0,31,2,31,16,-1,0,31,0,16,16,-1,6,16,0
5600,2,3,1,34,0,120,3559,0,120,1583,0,400,1651,0,56,1832,0,66,1631,0,80,1291,0
14400,2,2,1,44,-1,162,360,-1,0,162,2,190,71,-1,0,95,2,91,89,-1,91,91,0
1200,1,2,2,43,-1,48,842,0,70,847,-1,0,70,0,58,27,-1,78,54,-1,0,70,0
3200,2,2,1,33,-1,1612,40,-1,264,1612,-1,139,264,-1,405,27,-1,0,405,-1,27,0,0
9600,2,2,1,49,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
400,1,2,2,23,1,0,215,2,52,206,0,48,248,0,36,286,0,0,317,2,28,306,0
9100,2,3,2,44,1,0,0,-2,13,0,-1,0,13,-1,104,0,-1,136,104,-1,8,120,1
8400,2,2,2,22,0,64,1827,0,54,1171,0,52,788,0,35,825,0,30,848,0,40,859,0
4400,1,2,1,31,0,280,4036,0,0,4215,2,82,2085,0,100,2133,0,88,2162,0,86,2192,1
10400,1,2,1,45,2,160,3307,2,172,3377,2,120,3459,2,148,3486,2,136,3541,2,144,3614,1
6100,1,2,2,34,-1,461,522,-1,732,461,-1,634,732,-1,110,634,-1,0,110,0,787,86,0
3900,2,5,2,31,0,200,1705,0,200,1875,0,80,2044,0,84,2090,0,80,2139,0,200,2179,0
14500,2,5,2,28,0,63,9725,0,41,1869,0,0,502,0,29,0,-1,20,29,-1,0,20,0
8000,2,1,1,34,-2,171,90,-2,67,170,-2,99,51,-2,0,99,-2,0,0,-2,0,0,0
3900,2,2,2,29,0,71,714,0,56,761,0,13,787,0,37,656,0,1680,603,-1,60,1632,0
1900,2,2,1,50,0,50,508,0,166,549,0,0,705,2,25,682,0,58,696,0,0,743,0
14300,1,1,2,30,0,331,8205,0,337,8387,0,270,8541,0,206,6996,0,200,5052,0,160,3910,0
6300,1,1,1,54,0,260,6086,0,171,6189,0,101,6201,0,120,3162,0,0,3244,0,0,-12,0
8400,2,1,2,32,0,98,2101,0,120,2082,0,100,2102,0,80,2101,0,80,2084,0,80,2070,0
800,1,2,1,45,2,52,692,0,55,717,0,48,744,0,23,761,0,24,761,0,24,762,1
1300,2,3,1,66,2,143,1118,2,0,1229,2,72,1124,0,48,1164,0,43,1182,0,48,1141,0
6800,2,2,2,26,0,120,2566,0,120,2174,0,200,2227,0,400,2364,0,200,2021,0,240,634,0
14900,2,2,1,46,-2,97,52,-2,16,96,-2,485,16,-2,30,483,-2,162,30,-2,122,162,0
2000,1,2,2,35,-1,0,31,-1,16,0,-1,16,16,-1,1124,16,-1,40,1124,0,39,1131,0
2000,2,2,2,28,0,160,1221,0,0,1275,2,120,1186,0,160,1182,0,120,1255,0,160,1277,0
11900,1,2,1,29,-1,7,7,-1,7,7,-1,7,7,-1,70,7,-1,56,70,-1,72,56,0
6800,1,3,1,27,0,288,6601,0,300,6760,0,48,6892,0,48,1409,0,60,1315,0,52,1354,0
10900,1,2,1,40,0,60,728,0,80,639,0,46,709,0,60,745,0,36,800,0,80,758,0
4400,1,3,2,53,0,108,2253,0,132,2284,0,82,2340,2,84,2312,0,80,2292,0,91,2288,0
1900,2,2,1,47,0,100,1864,0,87,1920,0,85,1958,0,5,1462,0,194,204,-1,0,186,0
8300,2,1,1,44,-2,19,0,-2,39,19,-2,0,39,-2,15,0,-2,0,15,-2,0,0,0
8000,1,2,2,30,2,304,6404,0,160,6510,0,0,3276,0,0,0,-2,0,0,-2,0,0,1
6300,2,1,2,26,0,160,525,0,40,560,2,80,491,0,80,298,0,80,291,0,20,221,0
2000,2,3,1,56,0,69,1826,0,200,1761,0,40,1621,0,406,1189,0,667,648,-1,28,667,0
14800,1,2,1,38,2,640,15041,0,529,15104,0,480,14205,0,480,12630,0,480,12902,0,600,12768,1
4800,2,2,2,36,2,172,1550,2,0,1652,2,363,1570,0,352,1776,0,40,934,0,80,916,0
16400,2,1,1,33,-1,82,110,-1,0,82,2,11,25,2,11,-29,-2,10,-64,-2,255,-92,0
9300,1,1,1,44,1,200,-9,-1,883,92,-1,81,882,0,360,830,-1,431,321,-1,309,431,0
7700,2,5,1,38,0,124,2351,0,3200,2395,0,200,5480,0,160,4731,0,164,4419,0,200,4472,0
11100,1,2,2,41,-1,45,913,0,3291,927,-1,61,3283,0,40,2466,0,42,1795,0,520,1192,0
1200,2,5,1,54,0,64,1128,0,52,1087,0,40,711,0,48,724,0,80,742,0,40,191,0
7200,2,1,2,26,1,82,0,-1,80,82,-1,157,80,-1,28,157,-1,270,28,-1,123,270,0
2100,2,2,1,43,0,69,1975,0,93,1816,0,66,1848,0,120,1862,0,40,803,0,40,811,0
3700,2,2,2,41,0,180,3713,0,80,3817,0,402,3778,-1,451,401,-1,152,450,-1,590,134,0
2100,2,2,1,41,2,136,1453,2,0,1468,2,26,1137,0,26,738,0,12,643,0,2,497,1
1200,1,3,1,41,0,240,585,0,1,814,2,200,738,-1,548,168,-1,0,548,2,400,530,0
10100,1,2,2,40,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
